store_no,curr_natl_grade,curr_natl_index,curr_annual_sls_k,curr_mkt_grade,label_cng_cmg,label_cng_lt_png,curr_mkt_index,survey_yr_last_c,survey_yr_next_c,ttl_no_surveys_c,past_yrs,past_natl_grade,label_png,past_natl_index,past_annual_sls_k,past_mkt_grade,label_png_pmg,past_mkt_index,survey_yr_last_p,survey_yr_next_p,ttl_no_surveys_p,year
143359,F,54.0,2197.0,F,MCDTR(F/F),MCDTR(F<F),61.0,2023.0,2022.0,3.0,,F,MCDTR(F),50.0,1517.0,F,MCDTR(F/F),52.0,2016.0,,1.0,2024
143363,B,115.0,4678.0,A-,MCDTR(B/A),MCDTR(B<B),131.0,2023.0,2022.0,2.0,,B-,MCDTR(B),110.0,3337.0,B,MCDTR(B/B),116.0,2016.0,,1.0,2024
430252,D,78.0,3173.0,D+,MCDTR(D/D),MCDTR(D<D),87.0,2024.0,2023.0,6.0,,D-,MCDTR(D),74.0,2245.0,D,MCDTR(D/D),80.0,2020.0,2019.0,5.0,2024
220871,F,64.0,2604.0,D-,MCDTR(F/D),MCDTR(F<F),73.0,2023.0,2022.0,5.0,,F,MCDTR(F),69.0,2093.0,D-,MCDTR(F/D),74.0,2020.0,2019.0,5.0,2024
234135,F,68.0,2766.0,D,MCDTR(F/D),MCDTR(F<C),78.0,2023.0,2022.0,2.0,,C+,MCDTR(C),109.0,3307.0,B,MCDTR(C/B),116.0,2018.0,2017.0,3.0,2024
228126,B,115.0,4678.0,A-,MCDTR(B/A),MCDTR(B<B),130.0,2023.0,2022.0,3.0,,B-,MCDTR(B),111.0,3368.0,B,MCDTR(B/B),122.0,2020.0,,1.0,2024
200667,B,115.0,4678.0,A-,MCDTR(B/A),MCDTR(B<B),131.0,2023.0,2022.0,3.0,,B-,MCDTR(B),113.0,3428.0,B+,MCDTR(B/B),125.0,2020.0,,1.0,2024
220872,D+,87.0,3539.0,C,MCDTR(D/C),MCDTR(D<D),100.0,2023.0,2022.0,3.0,,D+,MCDTR(D),85.0,2579.0,C-,MCDTR(D/C),91.0,2018.0,2016.0,3.0,2024
397660,F,68.0,2766.0,D,MCDTR(F/D),MCDTR(F<D),77.0,2023.0,2022.0,3.0,,D-,MCDTR(D),72.0,2184.0,D,MCDTR(D/D),78.0,2019.0,2017.0,2.0,2024
392465,F,57.0,2319.0,F,MCDTR(F/F),MCDTR(F<D),65.0,2023.0,2022.0,3.0,,D-,MCDTR(D),74.0,2245.0,D,MCDTR(D/D),79.0,2019.0,2017.0,2.0,2024
396170,C-,93.0,3783.0,C+,MCDTR(C/C),MCDTR(C<C),106.0,2023.0,2022.0,2.0,,C-,MCDTR(C),90.0,2731.0,C,MCDTR(C/C),95.0,2015.0,,1.0,2024
143384,F,57.0,2319.0,F,MCDTR(F/F),MCDTR(F<F),64.0,2023.0,2022.0,4.0,,F,MCDTR(F),68.0,2063.0,D-,MCDTR(F/D),73.0,2019.0,2017.0,3.0,2024
143373,C,102.0,4149.0,B,MCDTR(C/B),MCDTR(C<C),116.0,2023.0,2022.0,5.0,,C,MCDTR(C),95.0,2882.0,C,MCDTR(C/C),104.0,2020.0,2019.0,3.0,2024
143378,C,99.0,4027.0,B-,MCDTR(C/B),MCDTR(C<C),112.0,2023.0,2022.0,3.0,,C-,MCDTR(C),91.0,2761.0,C,MCDTR(C/C),99.0,2019.0,2015.0,2.0,2024
143379,D,78.0,3173.0,D+,MCDTR(D/D),MCDTR(D<D),88.0,2023.0,2022.0,4.0,,D,MCDTR(D),79.0,2397.0,D,MCDTR(D/D),84.0,2019.0,2018.0,5.0,2024
143381,D,76.0,3092.0,D+,MCDTR(D/D),MCDTR(D<C),86.0,2023.0,2022.0,2.0,,C,MCDTR(C),101.0,3064.0,C+,MCDTR(C/C),106.0,2015.0,,1.0,2024
143385,D+,85.0,3458.0,C,MCDTR(D/C),MCDTR(D<-),97.0,2023.0,2022.0,2.0,,,MCDTR,,,,MCDTR,,,,,2024
143380,D-,74.0,3010.0,D,MCDTR(D/D),MCDTR(D<D),83.0,2023.0,2022.0,3.0,,D,MCDTR(D),78.0,2367.0,D,MCDTR(D/D),82.0,2020.0,2016.0,2.0,2024
328029,D,81.0,2157.0,C-,MUSH(D/C),MUSH(D<D),91.0,2023.0,2022.0,3.0,,D-,MUSH(D),73.0,1601.0,D+,MUSH(D/D),87.0,2020.0,2016.0,3.0,2024
371279,F,67.0,1784.0,D,MUSH(F/D),MUSH(F<D),75.0,2023.0,2022.0,4.0,,D,MUSH(D),77.0,1689.0,D,MUSH(D/D),77.0,2020.0,2018.0,4.0,2024
352008,B,122.0,3249.0,C,MUSH(B/C),MUSH(B<B),100.0,2023.0,2021.0,2.0,,B,MUSH(B),115.0,2522.0,C,MUSH(B/C),100.0,2020.0,2016.0,2.0,2024
353179,C,103.0,2743.0,B,MUSH(C/B),MUSH(C<B),116.0,2023.0,2021.0,2.0,,B-,MUSH(B),110.0,2412.0,A-,MUSH(B/A),131.0,2020.0,2017.0,3.0,2024
446068,B,118.0,3142.0,A-,MUSH(B/A),MUSH(B<A),130.0,2023.0,2022.0,2.0,,A+,MUSH(A),168.0,3684.0,A+,MUSH(A/A),186.0,2018.0,,1.0,2024
469651,C,99.0,2636.0,B-,MUSH(C/B),MUSH(C<-),111.0,2023.0,2022.0,3.0,,,MUSH,,,,MUSH,,,,,2024
502865,,,,,MUSH,MUSH,,,,,,,MUSH,,,,MUSH,,,,,2024
502866,,,,,MUSH,MUSH,,,,,,,MUSH,,,,MUSH,,,,,2024
318747,D-,73.0,1944.0,D,MUSH(D/D),MUSH(D<C),82.0,2023.0,2022.0,3.0,,C-,MUSH(C),91.0,1996.0,C+,MUSH(C/C),108.0,2019.0,2017.0,4.0,2024
281507,F,41.0,1092.0,F,MUSH(F/F),MUSH(F<F),47.0,2024.0,2022.0,2.0,,F,MUSH(F),51.0,1118.0,F,MUSH(F/F),60.0,2018.0,2017.0,4.0,2024
318069,,,,,MUSH,MUSH,,,,,,,MUSH,,,,MUSH,,,,,2024
285128,D-,71.0,1891.0,D,MUSH(D/D),MUSH(D<F),82.0,2024.0,2022.0,3.0,,F,MUSH(F),64.0,1404.0,D-,MUSH(F/D),74.0,2019.0,2018.0,2.0,2024
316872,F,61.0,1624.0,D-,MUSH(F/D),MUSH(F<F),70.0,2024.0,2022.0,3.0,,F,MUSH(F),67.0,1469.0,D,MUSH(F/D),79.0,2020.0,2018.0,3.0,2024
340782,D+,88.0,2343.0,C,MUSH(D/C),MUSH(D<D),99.0,2023.0,2022.0,3.0,,D,MUSH(D),76.0,1667.0,D+,MUSH(D/D),89.0,2018.0,2017.0,4.0,2024
366185,D-,70.0,1864.0,D,MUSH(D/D),MUSH(D<C),81.0,2022.0,2021.0,2.0,,C-,MUSH(C),90.0,1974.0,C,MUSH(C/C),104.0,2019.0,2015.0,2.0,2024
358959,B+,127.0,3382.0,A,MUSH(B/A),MUSH(B<B),143.0,2023.0,2022.0,4.0,,B+,MUSH(B),126.0,2763.0,A+,MUSH(B/A),148.0,2020.0,2019.0,5.0,2024
347070,F,60.0,1598.0,D-,MUSH(F/D),MUSH(F<F),70.0,2024.0,2021.0,2.0,,F,MUSH(F),64.0,1404.0,D-,MUSH(F/D),73.0,2019.0,,1.0,2024
334027,D,75.0,1997.0,D+,MUSH(D/D),MUSH(D<D),85.0,2024.0,2022.0,4.0,,D,MUSH(D),80.0,1754.0,C-,MUSH(D/C),94.0,2020.0,2019.0,4.0,2024
242758,D,81.0,2157.0,C-,MUSH(D/C),MUSH(D<D),91.0,2023.0,2021.0,2.0,,D,MUSH(D),77.0,1689.0,D+,MUSH(D/D),89.0,2020.0,2018.0,2.0,2024
232951,C-,91.0,2423.0,C,MUSH(C/C),MUSH(C<C),104.0,2024.0,2022.0,4.0,,C-,MUSH(C),92.0,2018.0,C+,MUSH(C/C),108.0,2020.0,2019.0,4.0,2024
214513,D,82.0,2184.0,C-,MUSH(D/C),MUSH(D<F),92.0,2024.0,2023.0,5.0,,F,MUSH(F),64.0,1404.0,D,MUSH(F/D),76.0,2019.0,2016.0,3.0,2024
250031,F,66.0,1758.0,D,MUSH(F/D),MUSH(F<F),78.0,2022.0,,1.0,,F,MUSH(F),65.0,1425.0,D,MUSH(F/D),75.0,2019.0,2017.0,2.0,2024
393692,B,115.0,3062.0,A-,MUSH(B/A),MUSH(B<B),130.0,2023.0,2022.0,4.0,,B-,MUSH(B),113.0,2478.0,A-,MUSH(B/A),134.0,2020.0,2019.0,5.0,2024
378470,C,104.0,2770.0,B,MUSH(C/B),MUSH(C<C),120.0,2024.0,2022.0,3.0,,C,MUSH(C),97.0,2127.0,B-,MUSH(C/B),113.0,2020.0,2018.0,3.0,2024
162240,F,69.0,1837.0,D,MUSH(F/D),MUSH(F<D),80.0,2024.0,2022.0,2.0,,D-,MUSH(D),71.0,1557.0,D+,MUSH(D/D),85.0,2017.0,2016.0,2.0,2024
162241,D+,85.0,2264.0,C,MUSH(D/C),MUSH(D<D),97.0,2022.0,,1.0,,D-,MUSH(D),71.0,1557.0,D,MUSH(D/D),84.0,2020.0,2018.0,3.0,2024
162230,B,122.0,3249.0,A,MUSH(B/A),MUSH(B<B),144.0,2022.0,,1.0,,B-,MUSH(B),113.0,2478.0,A-,MUSH(B/A),132.0,2019.0,2015.0,2.0,2024
162229,,,,,MUSH,MUSH,,,,,,,MUSH,,,,MUSH,,,,,2024
162232,D,77.0,2051.0,D+,MUSH(D/D),MUSH(D<D),88.0,2023.0,2021.0,3.0,,D-,MUSH(D),73.0,1601.0,D+,MUSH(D/D),85.0,2020.0,2019.0,3.0,2024
162234,D,84.0,2237.0,C-,MUSH(D/C),MUSH(D<-),93.0,2023.0,,1.0,,,MUSH,,,,MUSH,,,,,2024
162248,F,36.0,959.0,F,MUSH(F/F),MUSH(F<F),41.0,2022.0,,1.0,,F,MUSH(F),40.0,877.0,F,MUSH(F/F),47.0,2020.0,2015.0,2.0,2024
441018,D,81.0,2157.0,C-,MUSH(D/C),MUSH(D<D),92.0,2024.0,2023.0,4.0,,D+,MUSH(D),87.0,1908.0,C,MUSH(D/C),100.0,2020.0,2018.0,3.0,2024
413741,C,97.0,2583.0,B-,MUSH(C/B),MUSH(C<D),110.0,2024.0,2023.0,4.0,,D+,MUSH(D),89.0,1952.0,C,MUSH(D/C),104.0,2020.0,2019.0,4.0,2024
436266,C-,90.0,2397.0,C+,MUSH(C/C),MUSH(C<C),107.0,2022.0,,1.0,,C,MUSH(C),96.0,2105.0,B-,MUSH(C/B),112.0,2019.0,2018.0,3.0,2024
411111,C-,94.0,2503.0,C+,MUSH(C/C),MUSH(C<D),107.0,2024.0,2023.0,3.0,,D+,MUSH(D),85.0,1864.0,C,MUSH(D/C),103.0,2016.0,2015.0,2.0,2024
306326,D+,85.0,2264.0,D,MUSH(D/D),MUSH(D<D),80.0,2024.0,2022.0,4.0,,D+,MUSH(D),86.0,1886.0,D+,MUSH(D/D),86.0,2020.0,2017.0,4.0,2024
367676,A,144.0,3835.0,B+,MUSH(A/B),MUSH(A<B),127.0,2023.0,2022.0,5.0,,B,MUSH(B),122.0,2675.0,B,MUSH(B/B),123.0,2020.0,2019.0,4.0,2024
421053,C-,90.0,2397.0,F,MUSH(C/F),MUSH(C<C),62.0,2022.0,2021.0,2.0,,C,MUSH(C),104.0,2281.0,F,MUSH(C/F),69.0,2020.0,2018.0,3.0,2024
285729,F,61.0,1624.0,C,MUSH(F/C),MUSH(F<D),100.0,2022.0,,1.0,,D-,MUSH(D),74.0,1623.0,C,MUSH(D/C),100.0,2017.0,,1.0,2024
374944,A+,162.0,4314.0,A+,MUSH(A/A),MUSH(A<A),182.0,2024.0,2022.0,2.0,,A,MUSH(A),137.0,3004.0,A+,MUSH(A/A),160.0,2018.0,2017.0,2.0,2024
371322,D,79.0,2104.0,C,MUSH(D/C),MUSH(D<D),100.0,2024.0,2021.0,2.0,,D,MUSH(D),79.0,1732.0,C,MUSH(D/C),100.0,2020.0,,1.0,2024
381500,C-,90.0,2397.0,C,MUSH(C/C),MUSH(C<D),103.0,2022.0,2021.0,2.0,,D,MUSH(D),80.0,1754.0,C-,MUSH(D/C),94.0,2019.0,2017.0,3.0,2024
479512,A,139.0,3702.0,A+,MUSH(A/A),MUSH(A<-),148.0,2024.0,,1.0,,,MUSH,,,,MUSH,,,,,2024
397341,B-,111.0,2956.0,B+,MUSH(B/B),MUSH(B<B),125.0,2023.0,2022.0,4.0,,B,MUSH(B),123.0,2697.0,B,MUSH(B/B),122.0,2020.0,2019.0,5.0,2024
414926,D,75.0,1997.0,C,MUSH(D/C),MUSH(D<D),100.0,2023.0,,1.0,,D,MUSH(D),77.0,1689.0,C,MUSH(D/C),102.0,2016.0,,1.0,2024
367667,,,,,MUSH,MUSH,,,,,,,MUSH,,,,MUSH,,,,,2024
421893,D+,86.0,2290.0,D,MUSH(D/D),MUSH(D<D),80.0,2023.0,2021.0,2.0,,D+,MUSH(D),86.0,1886.0,D+,MUSH(D/D),85.0,2019.0,2018.0,2.0,2024
455382,C,95.0,2530.0,D+,MUSH(C/D),MUSH(C<B),86.0,2024.0,2023.0,5.0,,B-,MUSH(B),112.0,2456.0,C+,MUSH(B/C),108.0,2019.0,2018.0,2.0,2024
329363,D+,89.0,2370.0,D,MUSH(D/D),MUSH(D<D),80.0,2023.0,2021.0,3.0,,D+,MUSH(D),89.0,1952.0,D,MUSH(D/D),84.0,2020.0,2019.0,4.0,2024
294123,B+,125.0,2859.0,A,MELT(B/A),MELT(B<C),138.0,2022.0,,1.0,,C,MELT(C),98.0,1875.0,B,MELT(C/B),120.0,2018.0,2017.0,4.0,2024
355236,F,68.0,1555.0,C-,MELT(F/C),MELT(F<D),92.0,2024.0,2022.0,3.0,,D,MELT(D),80.0,1530.0,C,MELT(D/C),99.0,2020.0,2018.0,4.0,2024
248330,D-,73.0,1670.0,D+,MELT(D/D),MELT(D<D),86.0,2022.0,2021.0,3.0,,D,MELT(D),79.0,1511.0,C,MELT(D/C),97.0,2020.0,2019.0,4.0,2024
248331,D,78.0,1784.0,B,MELT(D/B),MELT(D<D),115.0,2024.0,2021.0,2.0,,D,MELT(D),78.0,1492.0,C,MELT(D/C),96.0,2019.0,2018.0,4.0,2024
372780,F,45.0,1029.0,C,MELT(F/C),MELT(F<F),100.0,2022.0,,1.0,,F,MELT(F),50.0,957.0,C,MELT(F/C),100.0,2019.0,2017.0,2.0,2024
248339,D,81.0,1852.0,C,MELT(D/C),MELT(D<C),100.0,2023.0,2021.0,2.0,,C,MELT(C),98.0,1875.0,C,MELT(C/C),100.0,2019.0,2017.0,2.0,2024
213439,,,,,MIAGRL,MIAGRL,,,,,,D,MIAGRL(D),80.0,1003.0,C,MIAGRL(D/C),100.0,2016.0,,1.0,2024
475922,,,,,ALEHSE,ALEHSE,,,,,,,ALEHSE,,,,ALEHSE,,,,,2024
477387,B-,112.0,5803.0,B+,ALEHSE(B/B),ALEHSE(B<-),125.0,2023.0,,1.0,,,ALEHSE,,,,ALEHSE,,,,,2024
458584,C,98.0,5077.0,C+,ALEHSE(C/C),ALEHSE(C<-),108.0,2024.0,2023.0,3.0,,,ALEHSE,,,,ALEHSE,,,,,2024
491332,C,98.0,5077.0,B,ALEHSE(C/B),ALEHSE(C<-),118.0,2024.0,,1.0,,,ALEHSE,,,,ALEHSE,,,,,2024
499646,,,,,ALEHSE,ALEHSE,,,,,,,ALEHSE,,,,ALEHSE,,,,,2024
490903,F,57.0,2953.0,F,ALEHSE(F/F),ALEHSE(F<-),67.0,2024.0,,1.0,,,ALEHSE,,,,ALEHSE,,,,,2024
327587,F,65.0,3368.0,D+,ALEHSE(F/D),ALEHSE(F<F),87.0,2024.0,2021.0,2.0,,F,ALEHSE(F),59.0,3030.0,C,ALEHSE(F/C),100.0,2019.0,,1.0,2024
448031,A-,132.0,1592.0,B+,MODPIZ(A/B),MODPIZ(A<A),125.0,2024.0,2022.0,4.0,,A+,MODPIZ(A),145.0,1662.0,B,MODPIZ(A/B),117.0,2020.0,2019.0,3.0,2024
447875,C,102.0,1230.0,C-,MODPIZ(C/C),MODPIZ(C<-),91.0,2022.0,,1.0,,,MODPIZ,,,,MODPIZ,,,,,2024
443303,A+,162.0,1954.0,A,MODPIZ(A/A),MODPIZ(A<A),142.0,2022.0,2021.0,2.0,,A+,MODPIZ(A),164.0,1879.0,B,MODPIZ(A/B),120.0,2020.0,2018.0,3.0,2024
451937,A+,215.0,2593.0,C,MODPIZ(A/C),MODPIZ(A<A),100.0,2022.0,,1.0,,A+,MODPIZ(A),190.0,2177.0,C,MODPIZ(A/C),100.0,2019.0,,1.0,2024
471844,C-,92.0,1233.0,C-,MOES(C/C),MOES(C<-),94.0,2024.0,2023.0,3.0,,,MOES,,,,MOES,,,,,2024
468110,B+,128.0,1715.0,A,MOES(B/A),MOES(B<-),135.0,2024.0,2022.0,3.0,,,MOES,,,,MOES,,2020.0,,1.0,2024
351178,D-,71.0,951.0,D-,MOES(D/D),MOES(D<D),72.0,2022.0,,1.0,,D+,MOES(D),87.0,1004.0,C-,MOES(D/C),93.0,2020.0,2017.0,4.0,2024
308488,C+,107.0,1434.0,C,MOES(C/C),MOES(C<B),100.0,2023.0,,1.0,,B,MOES(B),117.0,1350.0,C,MOES(B/C),100.0,2016.0,,1.0,2024
472300,D,80.0,1072.0,D+,MOES(D/D),MOES(D<-),85.0,2022.0,,1.0,,,MOES,,,,MOES,,,,1.0,2024
472276,C-,92.0,1233.0,C,MOES(C/C),MOES(C<-),98.0,2022.0,,1.0,,,MOES,,,,MOES,,,,,2024
477477,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
463162,B,123.0,1648.0,A-,MOES(B/A),MOES(B<-),130.0,2024.0,2023.0,3.0,,,MOES,,,,MOES,,,,1.0,2024
465094,D,82.0,1099.0,D+,MOES(D/D),MOES(D<-),87.0,2024.0,2022.0,4.0,,,MOES,,,,MOES,,2020.0,,1.0,2024
447041,C,98.0,1313.0,C,MOES(C/C),MOES(C<C),102.0,2022.0,2021.0,3.0,,C-,MOES(C),90.0,1039.0,C-,MOES(C/C),93.0,2020.0,2019.0,2.0,2024
465114,A,140.0,1876.0,A+,MOES(A/A),MOES(A<-),151.0,2022.0,,1.0,,,MOES,,,,MOES,,,,,2024
452285,A,142.0,1903.0,A+,MOES(A/A),MOES(A<C),146.0,2024.0,2021.0,3.0,,C+,MOES(C),105.0,1212.0,C,MOES(C/C),102.0,2020.0,2019.0,2.0,2024
457060,C-,92.0,1233.0,C,MOES(C/C),MOES(C<D),96.0,2024.0,2023.0,4.0,,D+,MOES(D),89.0,1027.0,D+,MOES(D/D),86.0,2020.0,,1.0,2024
457061,A+,176.0,2358.0,A+,MOES(A/A),MOES(A<A),177.0,2023.0,2021.0,2.0,,A+,MOES(A),433.0,4997.0,A+,MOES(A/A),420.0,2020.0,,1.0,2024
456520,C+,109.0,1461.0,B-,MOES(C/B),MOES(C<C),114.0,2024.0,2023.0,6.0,,C,MOES(C),96.0,1108.0,C-,MOES(C/C),93.0,2020.0,2019.0,2.0,2024
496959,D,78.0,1045.0,D,MOES(D/D),MOES(D<-),81.0,2024.0,,1.0,,,MOES,,,,MOES,,,,,2024
482020,F,63.0,844.0,F,MOES(F/F),MOES(F<-),65.0,2024.0,,1.0,,,MOES,,,,MOES,,,,,2024
488189,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
479874,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
479094,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
313115,F,63.0,844.0,F,MOES(F/F),MOES(F<F),61.0,2022.0,,1.0,,F,MOES(F),66.0,762.0,D-,MOES(F/D),70.0,2019.0,2018.0,3.0,2024
296948,B,122.0,1635.0,B+,MOES(B/B),MOES(B<B),127.0,2024.0,2022.0,4.0,,B,MOES(B),115.0,1327.0,B,MOES(B/B),124.0,2020.0,2019.0,5.0,2024
296997,D,81.0,1085.0,D,MOES(D/D),MOES(D<D),84.0,2024.0,2023.0,5.0,,D,MOES(D),82.0,946.0,D+,MOES(D/D),86.0,2020.0,2018.0,4.0,2024
314593,D+,89.0,1193.0,D+,MOES(D/D),MOES(D<D),86.0,2022.0,,1.0,,D+,MOES(D),89.0,1027.0,C,MOES(D/C),95.0,2019.0,2017.0,2.0,2024
311597,F,64.0,858.0,F,MOES(F/F),MOES(F<D),68.0,2023.0,2022.0,2.0,,D-,MOES(D),73.0,842.0,D,MOES(D/D),81.0,2017.0,2015.0,2.0,2024
311680,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
311598,B,119.0,1595.0,B,MOES(B/B),MOES(B<B),116.0,2022.0,,1.0,,B,MOES(B),119.0,1373.0,B+,MOES(B/B),127.0,2019.0,2017.0,2.0,2024
297123,F,66.0,884.0,F,MOES(F/F),MOES(F<D),69.0,2022.0,2021.0,3.0,,D,MOES(D),84.0,969.0,C-,MOES(D/C),91.0,2020.0,2019.0,4.0,2024
304119,B,124.0,1662.0,B+,MOES(B/B),MOES(B<B),129.0,2023.0,2021.0,3.0,,B-,MOES(B),113.0,1304.0,B,MOES(B/B),121.0,2020.0,2019.0,4.0,2024
306253,F,63.0,844.0,F,MOES(F/F),MOES(F<F),61.0,2022.0,,1.0,,F,MOES(F),66.0,762.0,D-,MOES(F/D),70.0,2019.0,2017.0,2.0,2024
297685,D-,71.0,951.0,D,MOES(D/D),MOES(D<B),75.0,2024.0,2022.0,2.0,,B-,MOES(B),110.0,1269.0,B,MOES(B/B),122.0,2015.0,,1.0,2024
308554,D,79.0,1059.0,D,MOES(D/D),MOES(D<B),83.0,2023.0,2022.0,2.0,,B-,MOES(B),113.0,1304.0,B+,MOES(B/B),125.0,2017.0,2016.0,3.0,2024
320423,C,102.0,1367.0,C+,MOES(C/C),MOES(C<C),105.0,2024.0,2021.0,3.0,,C+,MOES(C),106.0,1223.0,B-,MOES(C/B),112.0,2020.0,2019.0,3.0,2024
320884,F,51.0,683.0,F,MOES(F/F),MOES(F<F),50.0,2022.0,,1.0,,F,MOES(F),68.0,785.0,D-,MOES(F/D),73.0,2019.0,2015.0,2.0,2024
320424,B,120.0,1608.0,B,MOES(B/B),MOES(B<C),123.0,2022.0,,1.0,,C+,MOES(C),109.0,1258.0,B,MOES(C/B),117.0,2020.0,2018.0,4.0,2024
321021,A+,146.0,1956.0,A+,MOES(A/A),MOES(A<A),153.0,2023.0,,1.0,,A-,MOES(A),132.0,1523.0,A+,MOES(A/A),145.0,2016.0,,1.0,2024
305465,F,48.0,643.0,F,MOES(F/F),MOES(F<F),51.0,2022.0,,1.0,,F,MOES(F),61.0,704.0,F,MOES(F/F),67.0,2018.0,,1.0,2024
317669,D-,72.0,965.0,D-,MOES(D/D),MOES(D<F),74.0,2022.0,,1.0,,F,MOES(F),63.0,727.0,F,MOES(F/F),61.0,2020.0,,1.0,2024
296949,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
299520,C,101.0,1353.0,C,MOES(C/C),MOES(C<C),103.0,2022.0,,1.0,,C,MOES(C),100.0,1154.0,C,MOES(C/C),97.0,2020.0,,1.0,2024
305464,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
341725,C,98.0,1313.0,C,MOES(C/C),MOES(C<C),95.0,2022.0,,1.0,,C,MOES(C),98.0,1131.0,C+,MOES(C/C),105.0,2019.0,2017.0,3.0,2024
325888,C-,93.0,1246.0,C,MOES(C/C),MOES(C<D),97.0,2024.0,2022.0,4.0,,D,MOES(D),76.0,877.0,D,MOES(D/D),80.0,2020.0,2016.0,3.0,2024
325886,D,76.0,1018.0,D,MOES(D/D),MOES(D<D),78.0,2022.0,,1.0,,D,MOES(D),80.0,923.0,D,MOES(D/D),84.0,2020.0,2018.0,2.0,2024
344324,B,122.0,1635.0,B+,MOES(B/B),MOES(B<C),128.0,2024.0,2023.0,4.0,,C-,MOES(C),94.0,1085.0,C,MOES(C/C),102.0,2019.0,2018.0,4.0,2024
328172,C+,107.0,1434.0,B-,MOES(C/B),MOES(C<C),112.0,2023.0,2022.0,3.0,,C,MOES(C),100.0,1154.0,C+,MOES(C/C),108.0,2019.0,2018.0,3.0,2024
332094,B-,113.0,1514.0,B,MOES(B/B),MOES(B<B),116.0,2023.0,2021.0,2.0,,B-,MOES(B),112.0,1292.0,B,MOES(B/B),121.0,2019.0,2017.0,3.0,2024
335827,C+,107.0,1434.0,B,MOES(C/B),MOES(C<C),116.0,2023.0,,1.0,,C-,MOES(C),92.0,1062.0,C,MOES(C/C),101.0,2018.0,2016.0,3.0,2024
325893,B+,126.0,1688.0,A-,MOES(B/A),MOES(B<A),131.0,2023.0,2022.0,3.0,,A,MOES(A),141.0,1627.0,A+,MOES(A/A),151.0,2019.0,2017.0,4.0,2024
335910,D+,85.0,1139.0,D+,MOES(D/D),MOES(D<D),88.0,2024.0,2023.0,4.0,,D+,MOES(D),88.0,1016.0,C,MOES(D/C),95.0,2020.0,2018.0,4.0,2024
325896,,,,,MOES,MOES,,,,,,,MOES,,,,MOES,,,,,2024
344970,F,60.0,804.0,F,MOES(F/F),MOES(F<D),64.0,2024.0,2022.0,2.0,,D+,MOES(D),86.0,992.0,C-,MOES(D/C),94.0,2018.0,2016.0,3.0,2024
332093,B,119.0,1595.0,B,MOES(B/B),MOES(B<B),124.0,2023.0,2022.0,3.0,,B,MOES(B),115.0,1327.0,B,MOES(B/B),124.0,2019.0,2018.0,4.0,2024
335818,B+,125.0,1675.0,B,MOES(B/B),MOES(B<B),122.0,2022.0,,1.0,,B,MOES(B),124.0,1431.0,A-,MOES(B/A),133.0,2019.0,2017.0,3.0,2024
345439,D,76.0,1018.0,D,MOES(D/D),MOES(D<D),80.0,2023.0,2022.0,2.0,,D-,MOES(D),73.0,842.0,D,MOES(D/D),80.0,2018.0,2017.0,3.0,2024
345462,B,116.0,1554.0,B,MOES(B/B),MOES(B<-),122.0,2023.0,,1.0,,,MOES,,,,MOES,,,,,2024
351330,A,138.0,1849.0,A-,MOES(A/A),MOES(A<B),134.0,2022.0,,1.0,,B,MOES(B),123.0,1419.0,A-,MOES(B/A),131.0,2019.0,2018.0,4.0,2024
348622,C+,109.0,1461.0,B,MOES(C/B),MOES(C<C),116.0,2022.0,,1.0,,C-,MOES(C),94.0,1085.0,C,MOES(C/C),103.0,2018.0,2017.0,4.0,2024
356003,F,68.0,911.0,D-,MOES(F/D),MOES(F<D),70.0,2024.0,2021.0,2.0,,D-,MOES(D),74.0,854.0,D-,MOES(D/D),71.0,2020.0,,1.0,2024
361694,D,78.0,1045.0,D,MOES(D/D),MOES(D<-),82.0,2024.0,2023.0,3.0,,,MOES,,,,MOES,,,,,2024
373431,B-,111.0,1487.0,B,MOES(B/B),MOES(B<C),117.0,2023.0,2022.0,3.0,,C,MOES(C),104.0,1200.0,C+,MOES(C/C),109.0,2019.0,2018.0,2.0,2024
403938,F,54.0,724.0,F,MOES(F/F),MOES(F<F),55.0,2022.0,2021.0,2.0,,F,MOES(F),55.0,635.0,F,MOES(F/F),57.0,2020.0,2019.0,2.0,2024
381983,,,,,MOES,MOES,,,,,,C-,MOES(C),92.0,1062.0,C,MOES(C/C),101.0,2018.0,2017.0,3.0,2024
430999,D,80.0,1072.0,D,MOES(D/D),MOES(D<D),77.0,2022.0,,1.0,,D,MOES(D),78.0,900.0,D,MOES(D/D),81.0,2019.0,2016.0,2.0,2024
427794,,,,,MOES,MOES,,,,,,F,MOES(F),46.0,531.0,F,MOES(F/F),51.0,2018.0,2017.0,2.0,2024
421912,F,60.0,804.0,F,MOES(F/F),MOES(F<D),63.0,2023.0,2022.0,4.0,,D-,MOES(D),70.0,808.0,D,MOES(D/D),75.0,2019.0,2018.0,5.0,2024
