store_no,curr_natl_grade,curr_natl_index,curr_annual_sls_k,curr_mkt_grade,label_cng_cmg,label_cng_lt_png,curr_mkt_index,survey_yr_last_c,survey_yr_next_c,ttl_no_surveys_c,past_yrs,past_natl_grade,label_png,past_natl_index,past_annual_sls_k,past_mkt_grade,label_png_pmg,past_mkt_index,survey_yr_last_p,survey_yr_next_p,ttl_no_surveys_p,year
413706,A+,145.0,1884.0,C+,BKNT(A/C),BKNT(A<A),107.0,2023.0,2022.0,4.0,,A+,BKNT(A),155.0,1603.0,A-,BKNT(A/A),133.0,2019.0,2016.0,4.0,2024
354369,B-,111.0,1442.0,C-,BKNT(B/C),BKNT(B<B),93.0,2023.0,,1.0,,B,BKNT(B),116.0,1199.0,C,BKNT(B/C),102.0,2018.0,2015.0,2.0,2024
480680,,,,,BKNT,BKNT,,,,,,,BKNT,,,,BKNT,,,,,2024
478748,C+,107.0,1390.0,D-,BKNT(C/D),BKNT(C<-),73.0,2023.0,,1.0,,,BKNT,,,,BKNT,,,,,2024
175183,F,26.0,338.0,F,BKNT(F/F),BKNT(F<F),26.0,2024.0,2021.0,2.0,,F,BKNT(F),35.0,362.0,F,BKNT(F/F),36.0,2020.0,2018.0,4.0,2024
299804,B-,111.0,1442.0,D,BKNT(B/D),BKNT(B<C),83.0,2024.0,2022.0,2.0,,C+,BKNT(C),106.0,1096.0,D+,BKNT(C/D),85.0,2016.0,,1.0,2024
321005,A+,146.0,1897.0,C,BKNT(A/C),BKNT(A<B),104.0,2023.0,2022.0,4.0,,B,BKNT(B),116.0,1199.0,C,BKNT(B/C),95.0,2020.0,2019.0,4.0,2024
299786,A+,154.0,2000.0,B-,BKNT(A/B),BKNT(A<A),110.0,2023.0,,1.0,,A+,BKNT(A),145.0,1499.0,B,BKNT(A/B),116.0,2018.0,2016.0,3.0,2024
279143,A+,148.0,1923.0,C,BKNT(A/C),BKNT(A<A),102.0,2023.0,2022.0,3.0,,A,BKNT(A),137.0,1417.0,C+,BKNT(A/C),109.0,2017.0,2016.0,4.0,2024
272998,A+,217.0,2819.0,A+,BKNT(A/A),BKNT(A<A),151.0,2023.0,2022.0,3.0,,A+,BKNT(A),157.0,1623.0,B+,BKNT(A/B),126.0,2020.0,2017.0,4.0,2024
241660,C+,109.0,1416.0,C-,BKNT(C/C),BKNT(C<C),92.0,2022.0,,1.0,,C+,BKNT(C),107.0,1106.0,D+,BKNT(C/D),87.0,2019.0,2017.0,2.0,2024
237156,C,97.0,1260.0,D-,BKNT(C/D),BKNT(C<C),70.0,2023.0,2022.0,3.0,,C,BKNT(C),98.0,1013.0,D,BKNT(C/D),79.0,2020.0,2018.0,4.0,2024
463032,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
465822,C-,94.0,1543.0,D,BKTR(C/D),BKTR(C<-),84.0,2023.0,2022.0,2.0,,,BKTR,,,,BKTR,,,,,2024
461660,F,66.0,1083.0,F,BKTR(F/F),BKTR(F<-),62.0,2023.0,2022.0,2.0,,,BKTR,,,,BKTR,,,,,2024
465290,C-,94.0,1543.0,C-,BKTR(C/C),BKTR(C<-),94.0,2022.0,,1.0,,,BKTR,,,,BKTR,,2020.0,,1.0,2024
489429,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
495683,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
481564,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
499472,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
273423,B-,113.0,1854.0,C+,BKTR(B/C),BKTR(B<C),105.0,2023.0,2022.0,3.0,,C+,BKTR(C),109.0,1571.0,C,BKTR(C/C),102.0,2020.0,2018.0,3.0,2024
280537,,,,,BKTR,BKTR,,,,,,C-,BKTR(C),92.0,1326.0,C-,BKTR(C/C),90.0,2015.0,,1.0,2024
276571,B,123.0,2018.0,C+,BKTR(B/C),BKTR(B<B),109.0,2022.0,,1.0,,B+,BKTR(B),129.0,1859.0,C+,BKTR(B/C),108.0,2019.0,2018.0,3.0,2024
362095,C-,90.0,1477.0,D,BKTR(C/D),BKTR(C<C),76.0,2023.0,2021.0,3.0,,C,BKTR(C),100.0,1441.0,D,BKTR(C/D),84.0,2020.0,2019.0,6.0,2024
203872,D-,71.0,1165.0,F,BKTR(D/F),BKTR(D<F),66.0,2023.0,2021.0,2.0,,F,BKTR(F),69.0,994.0,F,BKTR(F/F),64.0,2019.0,,1.0,2024
238325,C+,105.0,1723.0,C,BKTR(C/C),BKTR(C<C),100.0,2023.0,2022.0,4.0,,C-,BKTR(C),91.0,1311.0,D+,BKTR(C/D),87.0,2020.0,2019.0,4.0,2024
238369,D-,70.0,1149.0,D,BKTR(D/D),BKTR(D<D),80.0,2024.0,2023.0,3.0,,D,BKTR(D),78.0,1124.0,C-,BKTR(D/C),90.0,2018.0,2017.0,5.0,2024
233724,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
233590,F,58.0,952.0,F,BKTR(F/F),BKTR(F<F),60.0,2022.0,,1.0,,F,BKTR(F),59.0,850.0,F,BKTR(F/F),59.0,2019.0,2017.0,3.0,2024
233589,D,84.0,1378.0,D+,BKTR(D/D),BKTR(D<D),85.0,2024.0,2021.0,2.0,,D,BKTR(D),84.0,1210.0,D,BKTR(D/D),84.0,2020.0,2016.0,2.0,2024
244050,,,,,BKTR,BKTR,,,,,,C+,BKTR(C),109.0,1571.0,C,BKTR(C/C),100.0,2016.0,,1.0,2024
217293,B-,112.0,1838.0,C,BKTR(B/C),BKTR(B<-),98.0,2024.0,2023.0,3.0,,,BKTR,,,,BKTR,,,,,2024
217291,A-,130.0,2133.0,B+,BKTR(A/B),BKTR(A<A),126.0,2022.0,,1.0,,A-,BKTR(A),130.0,1873.0,A-,BKTR(A/A),132.0,2019.0,2017.0,2.0,2024
233595,B+,126.0,2068.0,B,BKTR(B/B),BKTR(B<B),122.0,2022.0,,1.0,,B,BKTR(B),120.0,1729.0,B,BKTR(B/B),116.0,2020.0,2015.0,2.0,2024
233723,C,98.0,1608.0,B,BKTR(C/B),BKTR(C<C),117.0,2024.0,2021.0,2.0,,C-,BKTR(C),92.0,1326.0,C+,BKTR(C/C),106.0,2019.0,2018.0,4.0,2024
233725,C+,106.0,1739.0,C,BKTR(C/C),BKTR(C<C),99.0,2024.0,2022.0,3.0,,C,BKTR(C),104.0,1499.0,C,BKTR(C/C),98.0,2020.0,2018.0,5.0,2024
229792,C,95.0,1559.0,C-,BKTR(C/C),BKTR(C<C),90.0,2023.0,2022.0,2.0,,C-,BKTR(C),94.0,1355.0,D+,BKTR(C/D),89.0,2018.0,2016.0,2.0,2024
229796,A-,130.0,2133.0,B,BKTR(A/B),BKTR(A<A),120.0,2024.0,2023.0,3.0,,A-,BKTR(A),132.0,1902.0,B+,BKTR(A/B),129.0,2015.0,,1.0,2024
229893,A+,162.0,2658.0,A+,BKTR(A/A),BKTR(A<A),148.0,2023.0,2021.0,2.0,,A+,BKTR(A),149.0,2147.0,A,BKTR(A/A),138.0,2020.0,2018.0,3.0,2024
244007,C,104.0,1707.0,C,BKTR(C/C),BKTR(C<C),98.0,2023.0,2021.0,2.0,,C+,BKTR(C),105.0,1513.0,C,BKTR(C/C),100.0,2019.0,2018.0,4.0,2024
200035,C,102.0,1674.0,C,BKTR(C/C),BKTR(C<D),96.0,2024.0,2023.0,4.0,,D+,BKTR(D),87.0,1254.0,D,BKTR(D/D),82.0,2019.0,2017.0,2.0,2024
372139,D-,73.0,1198.0,F,BKTR(D/F),BKTR(D<F),68.0,2024.0,2023.0,3.0,,F,BKTR(F),67.0,965.0,F,BKTR(F/F),64.0,2019.0,2017.0,3.0,2024
57227,A+,161.0,2642.0,A+,BKTR(A/A),BKTR(A<A),151.0,2023.0,,1.0,,A+,BKTR(A),159.0,2291.0,A+,BKTR(A/A),151.0,2018.0,2017.0,4.0,2024
103154,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
103155,C+,107.0,1756.0,C-,BKTR(C/C),BKTR(C<C),92.0,2024.0,2022.0,3.0,,C+,BKTR(C),106.0,1527.0,D+,BKTR(C/D),88.0,2020.0,2018.0,5.0,2024
59151,B-,110.0,1805.0,C,BKTR(B/C),BKTR(B<D),103.0,2023.0,2022.0,3.0,,D+,BKTR(D),88.0,1268.0,D,BKTR(D/D),82.0,2019.0,2018.0,2.0,2024
57208,D,77.0,1264.0,D-,BKTR(D/D),BKTR(D<D),73.0,2024.0,2021.0,2.0,,D-,BKTR(D),70.0,1009.0,F,BKTR(D/F),66.0,2020.0,2017.0,2.0,2024
103140,,,,,BKTR,BKTR,,,,,,B+,BKTR(B),126.0,1816.0,C+,BKTR(B/C),107.0,2015.0,,1.0,2024
103139,A+,158.0,2593.0,A,BKTR(A/A),BKTR(A<A),135.0,2022.0,,1.0,,A+,BKTR(A),165.0,2378.0,A,BKTR(A/A),138.0,2020.0,2018.0,3.0,2024
103138,,,,,BKTR,BKTR,,,,,,A-,BKTR(A),130.0,1873.0,B-,BKTR(A/B),110.0,2015.0,,1.0,2024
103146,B,121.0,1986.0,C,BKTR(B/C),BKTR(B<B),103.0,2023.0,,1.0,,B,BKTR(B),124.0,1787.0,C+,BKTR(B/C),105.0,2016.0,,1.0,2024
59152,A+,152.0,2494.0,A,BKTR(A/A),BKTR(A<A),143.0,2023.0,2022.0,4.0,,A+,BKTR(A),150.0,2162.0,A,BKTR(A/A),141.0,2020.0,2019.0,5.0,2024
103137,,,,,BKTR,BKTR,,,,,,A+,BKTR(A),186.0,2680.0,A+,BKTR(A/A),158.0,2016.0,,1.0,2024
103136,D,82.0,1346.0,F,BKTR(D/F),BKTR(D<-),69.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
57234,B,120.0,1969.0,B-,BKTR(B/B),BKTR(B<B),112.0,2024.0,2023.0,4.0,,B,BKTR(B),120.0,1729.0,B-,BKTR(B/B),114.0,2019.0,2017.0,3.0,2024
57215,B-,111.0,1822.0,C+,BKTR(B/C),BKTR(B<C),105.0,2023.0,2021.0,3.0,,C,BKTR(C),97.0,1398.0,C-,BKTR(C/C),92.0,2020.0,2019.0,4.0,2024
57235,A+,163.0,2675.0,A+,BKTR(A/A),BKTR(A<A),153.0,2024.0,2022.0,5.0,,A,BKTR(A),139.0,2003.0,A-,BKTR(A/A),132.0,2020.0,2019.0,4.0,2024
59157,A+,152.0,2494.0,C+,BKTR(A/C),BKTR(A<A),106.0,2022.0,,1.0,,A+,BKTR(A),150.0,2162.0,B-,BKTR(A/B),113.0,2020.0,2017.0,3.0,2024
59135,C-,91.0,1493.0,C,BKTR(C/C),BKTR(C<C),102.0,2022.0,,1.0,,C,BKTR(C),100.0,1441.0,B,BKTR(C/B),115.0,2020.0,2018.0,4.0,2024
57228,,,,,BKTR,BKTR,,,,,,B,BKTR(B),121.0,1744.0,B,BKTR(B/B),117.0,2016.0,,1.0,2024
59144,B,120.0,1969.0,C+,BKTR(B/C),BKTR(B<B),108.0,2023.0,2021.0,2.0,,B+,BKTR(B),128.0,1844.0,B-,BKTR(B/B),114.0,2019.0,2018.0,3.0,2024
59153,B,124.0,2035.0,B-,BKTR(B/B),BKTR(B<B),112.0,2024.0,2023.0,3.0,,B+,BKTR(B),127.0,1830.0,B-,BKTR(B/B),114.0,2019.0,2017.0,3.0,2024
59150,A-,130.0,2133.0,B,BKTR(A/B),BKTR(A<A),122.0,2022.0,,1.0,,A-,BKTR(A),130.0,1873.0,B,BKTR(A/B),120.0,2019.0,,1.0,2024
57243,D-,74.0,1214.0,F,BKTR(D/F),BKTR(D<D),68.0,2024.0,2023.0,3.0,,D,BKTR(D),76.0,1095.0,D-,BKTR(D/D),72.0,2019.0,2018.0,4.0,2024
444268,B-,110.0,1805.0,C,BKTR(B/C),BKTR(B<B),101.0,2024.0,2023.0,4.0,,B,BKTR(B),117.0,1686.0,C,BKTR(B/C),103.0,2020.0,2018.0,3.0,2024
426962,B,122.0,2002.0,C+,BKTR(B/C),BKTR(B<A),105.0,2024.0,2023.0,4.0,,A+,BKTR(A),145.0,2089.0,B+,BKTR(A/B),125.0,2019.0,,1.0,2024
273725,,,,,BKTR,BKTR,,,,,,B-,BKTR(B),110.0,1585.0,D+,BKTR(B/D),89.0,2018.0,,1.0,2024
203902,A,137.0,2248.0,B,BKTR(A/B),BKTR(A<A),116.0,2023.0,2022.0,4.0,,A,BKTR(A),139.0,2003.0,B,BKTR(A/B),117.0,2020.0,2018.0,3.0,2024
103153,B,120.0,1969.0,C,BKTR(B/C),BKTR(B<B),100.0,2023.0,2022.0,2.0,,B-,BKTR(B),110.0,1585.0,C-,BKTR(B/C),92.0,2016.0,2016.0,2.0,2024
103144,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
103143,A+,152.0,2494.0,B+,BKTR(A/B),BKTR(A<-),128.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
103141,C,98.0,1608.0,D,BKTR(C/D),BKTR(C<-),82.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
103145,D+,89.0,1460.0,D,BKTR(D/D),BKTR(D<C),78.0,2022.0,,1.0,,C-,BKTR(C),91.0,1311.0,D,BKTR(C/D),78.0,2019.0,2015.0,2.0,2024
467253,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
464610,D+,89.0,1460.0,D+,BKTR(D/D),BKTR(D<D),86.0,2022.0,,1.0,,D+,BKTR(D),85.0,1225.0,D,BKTR(D/D),81.0,2020.0,,1.0,2024
217219,A+,150.0,2462.0,A,BKTR(A/A),BKTR(A<A),142.0,2022.0,,1.0,,A+,BKTR(A),149.0,2147.0,A,BKTR(A/A),141.0,2019.0,2017.0,3.0,2024
57219,C-,93.0,1526.0,D+,BKTR(C/D),BKTR(C<C),87.0,2023.0,2022.0,3.0,,C,BKTR(C),96.0,1383.0,C-,BKTR(C/C),91.0,2019.0,2018.0,2.0,2024
57217,B,116.0,1904.0,B-,BKTR(B/B),BKTR(B<C),112.0,2022.0,,1.0,,C+,BKTR(C),105.0,1513.0,C,BKTR(C/C),100.0,2020.0,,1.0,2024
471685,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
467231,C+,109.0,1789.0,C,BKTR(C/C),BKTR(C<C),103.0,2024.0,2021.0,2.0,,C+,BKTR(C),105.0,1513.0,C,BKTR(C/C),100.0,2020.0,,1.0,2024
467232,A,142.0,2330.0,A,BKTR(A/A),BKTR(A<-),138.0,2022.0,,1.0,,,BKTR,,,,BKTR,,2020.0,,1.0,2024
456784,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
453762,A+,145.0,2379.0,A,BKTR(A/A),BKTR(A<A),137.0,2024.0,2021.0,2.0,,A+,BKTR(A),151.0,2176.0,A,BKTR(A/A),142.0,2020.0,2018.0,2.0,2024
475508,B-,110.0,1805.0,C,BKTR(B/C),BKTR(B<-),101.0,2024.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
457447,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
455919,F,68.0,1116.0,F,BKTR(F/F),BKTR(F<-),65.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
463034,D,84.0,1378.0,D,BKTR(D/D),BKTR(D<D),80.0,2023.0,2022.0,3.0,,D,BKTR(D),79.0,1138.0,D,BKTR(D/D),75.0,2020.0,,1.0,2024
463477,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
463321,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
461654,F,64.0,1050.0,F,BKTR(F/F),BKTR(F<-),62.0,2022.0,2021.0,2.0,,,BKTR,,,,BKTR,,2020.0,,1.0,2024
461678,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
467236,A+,200.0,3282.0,A+,BKTR(A/A),BKTR(A<-),190.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
478641,A,137.0,2248.0,B+,BKTR(A/B),BKTR(A<-),129.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
284110,C,103.0,1690.0,C,BKTR(C/C),BKTR(C<C),96.0,2024.0,2021.0,2.0,,C+,BKTR(C),107.0,1542.0,C,BKTR(C/C),100.0,2019.0,2018.0,2.0,2024
278501,D,82.0,1346.0,D,BKTR(D/D),BKTR(D<D),78.0,2023.0,2022.0,3.0,,D,BKTR(D),80.0,1153.0,D,BKTR(D/D),76.0,2020.0,2018.0,4.0,2024
299700,B,117.0,1920.0,B-,BKTR(B/B),BKTR(B<B),110.0,2024.0,2022.0,3.0,,B-,BKTR(B),111.0,1600.0,C+,BKTR(B/C),107.0,2020.0,2016.0,2.0,2024
299689,C-,94.0,1543.0,D+,BKTR(C/D),BKTR(C<C),89.0,2022.0,2021.0,2.0,,C,BKTR(C),101.0,1455.0,C,BKTR(C/C),96.0,2020.0,2017.0,4.0,2024
299637,,,,,BKTR,BKTR,,,,,,A+,BKTR(A),147.0,2118.0,A,BKTR(A/A),143.0,2015.0,,1.0,2024
284107,,,,,BKTR,BKTR,,,,,,C+,BKTR(C),105.0,1513.0,C,BKTR(C/C),99.0,2018.0,,1.0,2024
298391,C,102.0,1674.0,C,BKTR(C/C),BKTR(C<C),98.0,2022.0,,1.0,,C,BKTR(C),97.0,1398.0,C-,BKTR(C/C),93.0,2020.0,2015.0,2.0,2024
284091,D,81.0,1329.0,D,BKTR(D/D),BKTR(D<C),78.0,2022.0,,1.0,,C-,BKTR(C),90.0,1297.0,D+,BKTR(C/D),86.0,2020.0,2018.0,4.0,2024
298286,F,69.0,1132.0,F,BKTR(F/F),BKTR(F<D),66.0,2022.0,,1.0,,D-,BKTR(D),73.0,1052.0,D-,BKTR(D/D),70.0,2017.0,2016.0,3.0,2024
312980,A+,173.0,2839.0,A+,BKTR(A/A),BKTR(A<A),163.0,2023.0,2021.0,2.0,,A+,BKTR(A),184.0,2651.0,A+,BKTR(A/A),175.0,2019.0,2018.0,3.0,2024
305765,C+,106.0,1739.0,C,BKTR(C/C),BKTR(C<B),100.0,2023.0,2021.0,2.0,,B-,BKTR(B),110.0,1585.0,C,BKTR(B/C),104.0,2020.0,,1.0,2024
291620,C+,107.0,1756.0,C,BKTR(C/C),BKTR(C<B),101.0,2023.0,2022.0,3.0,,B,BKTR(B),122.0,1758.0,B,BKTR(B/B),115.0,2019.0,,1.0,2024
273851,C,100.0,1641.0,C,BKTR(C/C),BKTR(C<C),95.0,2022.0,,1.0,,C,BKTR(C),97.0,1398.0,C-,BKTR(C/C),93.0,2019.0,2017.0,3.0,2024
291621,C-,90.0,1477.0,D+,BKTR(C/D),BKTR(C<D),85.0,2023.0,2022.0,3.0,,D-,BKTR(D),74.0,1066.0,D-,BKTR(D/D),70.0,2019.0,2017.0,2.0,2024
343710,C-,91.0,1493.0,D+,BKTR(C/D),BKTR(C<D),86.0,2022.0,,1.0,,D+,BKTR(D),86.0,1239.0,D,BKTR(D/D),82.0,2019.0,2016.0,3.0,2024
365209,F,65.0,1067.0,F,BKTR(F/F),BKTR(F<D),61.0,2024.0,2022.0,2.0,,D,BKTR(D),75.0,1081.0,D-,BKTR(D/D),71.0,2018.0,2017.0,3.0,2024
209375,D,76.0,1247.0,D-,BKTR(D/D),BKTR(D<D),73.0,2022.0,,1.0,,D-,BKTR(D),72.0,1038.0,F,BKTR(D/F),69.0,2016.0,2016.0,2.0,2024
209224,C-,93.0,1526.0,D+,BKTR(C/D),BKTR(C<A),89.0,2023.0,2022.0,3.0,,A-,BKTR(A),132.0,1902.0,B+,BKTR(A/B),126.0,2020.0,2017.0,3.0,2024
209344,,,,,BKTR,BKTR,,,,,,B-,BKTR(B),111.0,1600.0,C+,BKTR(B/C),106.0,2018.0,2017.0,4.0,2024
238324,D-,73.0,1198.0,D-,BKTR(D/D),BKTR(D<-),70.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
238340,B,119.0,1953.0,B-,BKTR(B/B),BKTR(B<-),112.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
209374,B-,111.0,1822.0,C,BKTR(B/C),BKTR(B<B),103.0,2024.0,2022.0,3.0,,B-,BKTR(B),113.0,1628.0,C+,BKTR(B/C),106.0,2019.0,2018.0,2.0,2024
233642,C-,90.0,1477.0,D+,BKTR(C/D),BKTR(C<D),86.0,2022.0,,1.0,,D+,BKTR(D),88.0,1268.0,D,BKTR(D/D),83.0,2018.0,2017.0,4.0,2024
233643,F,69.0,1132.0,F,BKTR(F/F),BKTR(F<D),66.0,2024.0,2021.0,2.0,,D-,BKTR(D),70.0,1009.0,F,BKTR(D/F),67.0,2020.0,2017.0,4.0,2024
233644,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
233645,B-,111.0,1822.0,C+,BKTR(B/C),BKTR(B<C),107.0,2022.0,,1.0,,C+,BKTR(C),109.0,1571.0,C,BKTR(C/C),103.0,2020.0,2018.0,4.0,2024
227603,,,,,BKTR,BKTR,,,,,,D-,BKTR(D),73.0,1052.0,D-,BKTR(D/D),70.0,2016.0,,1.0,2024
244030,A+,169.0,2773.0,A+,BKTR(A/A),BKTR(A<-),159.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
227629,D,83.0,1362.0,D,BKTR(D/D),BKTR(D<D),80.0,2022.0,2021.0,2.0,,D-,BKTR(D),71.0,1023.0,F,BKTR(D/F),68.0,2020.0,2019.0,4.0,2024
398915,A,139.0,2281.0,A-,BKTR(A/A),BKTR(A<A),132.0,2022.0,,1.0,,A,BKTR(A),136.0,1960.0,B+,BKTR(A/B),128.0,2019.0,2017.0,2.0,2024
389220,D,80.0,1313.0,D,BKTR(D/D),BKTR(D<D),77.0,2023.0,2021.0,2.0,,D,BKTR(D),81.0,1167.0,D,BKTR(D/D),78.0,2020.0,2018.0,3.0,2024
380239,A-,133.0,2183.0,B+,BKTR(A/B),BKTR(A<-),127.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,1.0,2024
369596,D,78.0,1280.0,D,BKTR(D/D),BKTR(D<D),76.0,2022.0,2021.0,2.0,,D+,BKTR(D),85.0,1225.0,D,BKTR(D/D),81.0,2020.0,2019.0,5.0,2024
57883,D,77.0,1264.0,D-,BKTR(D/D),BKTR(D<D),72.0,2023.0,,1.0,,D,BKTR(D),83.0,1196.0,D,BKTR(D/D),80.0,2017.0,,1.0,2024
57901,B-,110.0,1805.0,C+,BKTR(B/C),BKTR(B<B),105.0,2022.0,,1.0,,B,BKTR(B),122.0,1758.0,B,BKTR(B/B),116.0,2019.0,2018.0,5.0,2024
57898,B-,110.0,1805.0,C,BKTR(B/C),BKTR(B<B),103.0,2024.0,2023.0,3.0,,B-,BKTR(B),111.0,1600.0,C+,BKTR(B/C),106.0,2018.0,2016.0,2.0,2024
57897,B-,111.0,1822.0,C+,BKTR(B/C),BKTR(B<B),105.0,2022.0,2021.0,2.0,,B,BKTR(B),117.0,1686.0,B-,BKTR(B/B),110.0,2019.0,2017.0,3.0,2024
57896,C,100.0,1641.0,C,BKTR(C/C),BKTR(C<B),96.0,2022.0,2021.0,2.0,,B-,BKTR(B),111.0,1600.0,C+,BKTR(B/C),106.0,2020.0,2019.0,5.0,2024
57895,C-,91.0,1493.0,D+,BKTR(C/D),BKTR(C<C),86.0,2023.0,2021.0,2.0,,C,BKTR(C),97.0,1398.0,C-,BKTR(C/C),92.0,2020.0,2017.0,2.0,2024
57884,D+,87.0,1428.0,D,BKTR(D/D),BKTR(D<C),82.0,2023.0,,1.0,,C,BKTR(C),97.0,1398.0,C-,BKTR(C/C),94.0,2015.0,,1.0,2024
57905,,,,,BKTR,BKTR,,,,,,D-,BKTR(D),72.0,1038.0,F,BKTR(D/F),68.0,2018.0,,1.0,2024
57882,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
57881,A,138.0,2265.0,A-,BKTR(A/A),BKTR(A<B),134.0,2022.0,,1.0,,B+,BKTR(B),126.0,1816.0,B,BKTR(B/B),120.0,2020.0,2018.0,3.0,2024
57880,A,141.0,2314.0,A-,BKTR(A/A),BKTR(A<B),132.0,2024.0,2021.0,2.0,,B,BKTR(B),124.0,1787.0,B,BKTR(B/B),118.0,2019.0,2015.0,2.0,2024
57879,B,123.0,2018.0,B,BKTR(B/B),BKTR(B<A),115.0,2023.0,,1.0,,A,BKTR(A),137.0,1974.0,A-,BKTR(A/A),130.0,2017.0,,1.0,2024
57877,C,101.0,1657.0,C,BKTR(C/C),BKTR(C<C),96.0,2022.0,,1.0,,C,BKTR(C),102.0,1470.0,C,BKTR(C/C),96.0,2019.0,2018.0,2.0,2024
57876,,,,,BKTR,BKTR,,,,,,B+,BKTR(B),125.0,1801.0,B,BKTR(B/B),119.0,2018.0,2015.0,2.0,2024
57875,B+,126.0,2068.0,B,BKTR(B/B),BKTR(B<B),119.0,2023.0,,1.0,,B+,BKTR(B),127.0,1830.0,B,BKTR(B/B),121.0,2018.0,2016.0,3.0,2024
57885,,,,,BKTR,BKTR,,,,,,D,BKTR(D),84.0,1210.0,D,BKTR(D/D),81.0,2016.0,,1.0,2024
57918,B,117.0,1920.0,B-,BKTR(B/B),BKTR(B<C),113.0,2022.0,,1.0,,C+,BKTR(C),106.0,1527.0,C,BKTR(C/C),101.0,2020.0,,1.0,2024
54783,B,120.0,1969.0,B-,BKTR(B/B),BKTR(B<B),112.0,2024.0,2021.0,2.0,,B,BKTR(B),123.0,1772.0,B,BKTR(B/B),117.0,2019.0,2015.0,2.0,2024
54780,C-,94.0,1543.0,D+,BKTR(C/D),BKTR(C<C),89.0,2022.0,,1.0,,C-,BKTR(C),94.0,1355.0,D+,BKTR(C/D),89.0,2019.0,2017.0,3.0,2024
54774,D+,85.0,1395.0,D,BKTR(D/D),BKTR(D<D),78.0,2024.0,,1.0,,D+,BKTR(D),86.0,1239.0,D,BKTR(D/D),82.0,2018.0,2016.0,2.0,2024
54771,B,124.0,2035.0,B,BKTR(B/B),BKTR(B<B),117.0,2022.0,2021.0,2.0,,B,BKTR(B),118.0,1700.0,B-,BKTR(B/B),112.0,2019.0,2017.0,2.0,2024
57929,A,144.0,2363.0,A,BKTR(A/A),BKTR(A<A),139.0,2022.0,,1.0,,A-,BKTR(A),133.0,1917.0,B+,BKTR(A/B),126.0,2020.0,2018.0,2.0,2024
57928,D,83.0,1362.0,D,BKTR(D/D),BKTR(D<D),79.0,2022.0,,1.0,,D,BKTR(D),83.0,1196.0,D,BKTR(D/D),79.0,2018.0,2017.0,2.0,2024
57902,C+,108.0,1772.0,C,BKTR(C/C),BKTR(C<C),103.0,2022.0,,1.0,,C+,BKTR(C),107.0,1542.0,C,BKTR(C/C),103.0,2019.0,2016.0,3.0,2024
57922,C,98.0,1608.0,C-,BKTR(C/C),BKTR(C<C),93.0,2023.0,2022.0,3.0,,C,BKTR(C),97.0,1398.0,C-,BKTR(C/C),92.0,2019.0,2016.0,4.0,2024
57904,D-,74.0,1214.0,D-,BKTR(D/D),BKTR(D<F),70.0,2022.0,2021.0,2.0,,F,BKTR(F),63.0,908.0,F,BKTR(F/F),61.0,2020.0,2016.0,2.0,2024
57913,A+,240.0,3938.0,A+,BKTR(A/A),BKTR(A<A),225.0,2024.0,2022.0,3.0,,A+,BKTR(A),203.0,2925.0,A+,BKTR(A/A),193.0,2018.0,2017.0,4.0,2024
57912,C,102.0,1674.0,C,BKTR(C/C),BKTR(C<C),97.0,2023.0,2022.0,2.0,,C+,BKTR(C),109.0,1571.0,C,BKTR(C/C),103.0,2018.0,2016.0,3.0,2024
